-180   -90 
-160   -90 
-140   -90 
-120   -90 
-100   -90 
-80   -90 
-60   -90 
-40   -90 
-20   -90 
0   -90 
20   -90 
40   -90 
60   -90 
80   -90 
100   -90 
120   -90 
140   -90 
160   -90 
180   -90 

-180   -70 
-160   -70 
-140   -70 
-120   -70 
-100   -70 
-80   -70 
-60   -70 
-40   -70 
-20   -70 
0   -70 
20   -70 
40   -70 
60   -70 
80   -70 
100   -70 
120   -70 
140   -70 
160   -70 
180   -70 

-180   -50 
-160   -50 
-140   -50 
-120   -50 
-100   -50 
-80   -50 
-60   -50 
-40   -50 
-20   -50 
0   -50 
20   -50 
40   -50 
60   -50 
80   -50 
100   -50 
120   -50 
140   -50 
160   -50 
180   -50 

-180   -30 
-160   -30 
-140   -30 
-120   -30 
-100   -30 
-80   -30 
-60   -30 
-40   -30 
-20   -30 
0   -30 
20   -30 
40   -30 
60   -30 
80   -30 
100   -30 
120   -30 
140   -30 
160   -30 
180   -30 

-180   -10 
-160   -10 
-140   -10 
-120   -10 
-100   -10 
-80   -10 
-60   -10 
-40   -10 
-20   -10 
0   -10 
20   -10 
40   -10 
60   -10 
80   -10 
100   -10 
120   -10 
140   -10 
160   -10 
180   -10 

-180   10 
-160   10 
-140   10 
-120   10 
-100   10 
-80   10 
-60   10 
-40   10 
-20   10 
0   10 
20   10 
40   10 
60   10 
80   10 
100   10 
120   10 
140   10 
160   10 
180   10 

-180   30 
-160   30 
-140   30 
-120   30 
-100   30 
-80   30 
-60   30 
-40   30 
-20   30 
0   30 
20   30 
40   30 
60   30 
80   30 
100   30 
120   30 
140   30 
160   30 
180   30 

-180   50 
-160   50 
-140   50 
-120   50 
-100   50 
-80   50 
-60   50 
-40   50 
-20   50 
0   50 
20   50 
40   50 
60   50 
80   50 
100   50 
120   50 
140   50 
160   50 
180   50 

-180   70 
-160   70 
-140   70 
-120   70 
-100   70 
-80   70 
-60   70 
-40   70 
-20   70 
0   70 
20   70 
40   70 
60   70 
80   70 
100   70 
120   70 
140   70 
160   70 
180   70 

-180   90 
-160   90 
-140   90 
-120   90 
-100   90 
-80   90 
-60   90 
-40   90 
-20   90 
0   90 
20   90 
40   90 
60   90 
80   90 
100   90 
120   90 
140   90 
160   90 
180   90 

