-163.7129 -78.59567
-163.1058 -78.22334
-161.2451 -78.38018
-160.2462 -78.69365
-159.4824 -79.04634
-159.2082 -79.49701
-161.1276 -79.63421
-162.4398 -79.28147
-163.0274 -78.92877
-163.0666 -78.86997
-163.7129 -78.59567

-6.197885 53.86757
-6.032985 53.15319
-6.788857 52.26012
-8.561617 51.6693
-9.977086 51.82045
-9.166283 52.86463
-9.688525 53.88136
-8.327987 54.66452
-7.572168 55.13162
-6.733847 55.17286
-5.661949 54.5546
-6.197885 53.86757

141.0002 -2.600151
142.7352 -3.289153
144.584 -3.861418
145.2731 -4.373738
145.8298 -4.876498
145.9819 -5.465609
147.6481 -6.083659
147.8911 -6.614015
146.9709 -6.721657
147.1919 -7.388024
148.0846 -8.044108
148.7341 -9.104664
149.3068 -9.071436
149.2666 -9.514406
150.0387 -9.684318
149.7388 -9.872937
150.8016 -10.29369
150.6906 -10.58271
150.0284 -10.65248
149.7823 -10.39327
148.9231 -10.28092
147.913 -10.13044
147.1354 -9.492444
146.5679 -8.942555
146.0485 -8.067414
144.7442 -7.630128
143.8971 -7.91533
143.2864 -8.245491
143.4139 -8.983069
142.6284 -9.326821
142.0683 -9.159596
141.0339 -9.117893
140.1434 -8.297168
139.1278 -8.096043
138.8815 -8.380935
137.6145 -8.411683
138.0391 -7.597882
138.6686 -7.320225
138.4079 -6.232849
137.9278 -5.393366
135.9893 -4.546544
135.1646 -4.462931
133.6629 -3.538853
133.3677 -4.024819
132.984 -4.112979
132.7569 -3.746283
132.7538 -3.311787
131.9898 -2.820551
133.0668 -2.460418
133.78 -2.479848
133.6962 -2.214542
132.2324 -2.212526
131.8362 -1.617162
130.9428 -1.432522
130.5196 -0.9377202
131.8675 -0.6954611
132.3801 -0.3695379
133.9855 -0.7802105
134.1434 -1.151867
134.4226 -2.769185
135.4576 -3.367701
136.2933 -2.307042
137.4407 -1.703513
138.3297 -1.702635
139.1849 -2.051296
139.9267 -2.409
141.0002 -2.600151

114.204 4.525874
114.6 4.900011
115.4507 5.44773
116.2207 6.143191
116.7251 6.924771
117.1296 6.928053
117.6434 6.422166
117.6891 5.98749
118.3477 5.708696
119.1819 5.407836
119.1107 5.016128
118.4397 4.966519
118.6183 4.478202
117.882 4.137551
117.3132 3.234428
118.0483 2.28769
117.8756 1.827641
118.9967 0.9022191
117.8119 0.7842418
117.4783 0.1024747
117.5216 -0.8037232
116.56 -1.487609
116.5338 -2.483517
116.1481 -4.012726
116.0009 -3.657037
114.8648 -4.106984
114.4687 -3.495704
113.7557 -3.43917
113.257 -3.118776
112.0681 -3.478392
111.7033 -2.994442
