-89 -179 0.7637
-89 -177 0.7637
-89 -175 0.7637
-89 -173 0.7637
-89 -171 0.7391
-89 -169 0.7146
-89 -167 0.7146
-89 -165 0.7146
-89 -163 0.7146
-89 -161 0.676
-89 -159 0.676
-89 -157 0.676
-89 -155 0.676
-89 -153 0.663
-89 -151 0.6501
-89 -149 0.6501
-89 -147 0.6501
-89 -145 0.6501
-89 -143 0.631
-89 -141 0.631
-89 -139 0.631
-89 -137 0.631
-89 -135 0.6467
-89 -133 0.6625
-89 -131 0.6625
-89 -129 0.6625
-89 -127 0.6625
-89 -125 0.7081
-89 -123 0.7081
-89 -121 0.7081
-89 -119 0.7081
-89 -117 0.7458
-89 -115 0.7835
-89 -113 0.7835
-89 -111 0.7835
-89 -109 0.7835
-89 -107 0.8913
-89 -105 0.8913
-89 -103 0.8913
-89 -101 0.8913
-89 -99 0.8217
-89 -97 0.7521
-89 -95 0.7521
-89 -93 0.7521
-89 -91 0.7521
-89 -89 0.8836
-89 -87 0.8836
-89 -85 0.8836
-89 -83 0.8836
-89 -81 0.9537
-89 -79 1.0239
-89 -77 1.0239
-89 -75 1.0239
-89 -73 1.0239
-89 -71 1.1685
-89 -69 1.1685
-89 -67 1.1685
-89 -65 1.1685
-89 -63 1.2733
-89 -61 1.3781
-89 -59 1.3781
-89 -57 1.3781
-89 -55 1.3781
-89 -53 1.5239
-89 -51 1.5239
-89 -49 1.5239
-89 -47 1.5239
-89 -45 1.5857
-89 -43 1.6475
-89 -41 1.6475
-89 -39 1.6475
-89 -37 1.6475
-89 -35 1.6873
-89 -33 1.6873
-89 -31 1.6873
-89 -29 1.6873
-89 -27 1.6862
-89 -25 1.6852
-89 -23 1.6852
-89 -21 1.6852
-89 -19 1.6852
-89 -17 1.6815
-89 -15 1.6815
-89 -13 1.6815
-89 -11 1.6815
-89 -9 1.6785
-89 -7 1.6755
-89 -5 1.6755
-89 -3 1.6755
-89 -1 1.6755
-89 1 1.6653
-89 3 1.6653
-89 5 1.6653
-89 7 1.6653
-89 9 1.6537
-89 11 1.6422
-89 13 1.6422
-89 15 1.6422
-89 17 1.6422
-89 19 1.6055
-89 21 1.6055
-89 23 1.6055
-89 25 1.6055
-89 27 1.734
-89 29 1.8625
-89 31 1.8625
-89 33 1.8625
-89 35 1.8625
-89 37 1.8711
-89 39 1.8711
-89 41 1.8711
-89 43 1.8711
-89 45 1.8941
-89 47 1.9172
-89 49 1.9172
-89 51 1.9172
-89 53 1.9172
-89 55 1.9489
-89 57 1.9489
-89 59 1.9489
-89 61 1.9489
-89 63 1.96
-89 65 1.9711
-89 67 1.9711
-89 69 1.9711
-89 71 1.9711
-89 73 1.9866
-89 75 1.9866
-89 77 1.9866
-89 79 1.9866
-89 81 1.9918
-89 83 1.9971
-89 85 1.9971
-89 87 1.9971
-89 89 1.9971
-89 91 2.0035
-89 93 2.0035
-89 95 2.0035
-89 97 2.0035
-89 99 1.9805
-89 101 1.9575
-89 103 1.9575
-89 105 1.9575
-89 107 1.9575
-89 109 1.7002
-89 111 1.7002
-89 113 1.7002
-89 115 1.7002
-89 117 1.6008
-89 119 1.5013
-89 121 1.5013
-89 123 1.5013
-89 125 1.5013
-89 127 1.345
-89 129 1.345
-89 131 1.345
-89 133 1.345
-89 135 1.2841
-89 137 1.2231
-89 139 1.2231
-89 141 1.2231
-89 143 1.2231
-89 145 1.1217
-89 147 1.1217
-89 149 1.1217
-89 151 1.1217
-89 153 1.0778
-89 155 1.0338
-89 157 1.0338
-89 159 1.0338
-89 161 1.0338
-89 163 0.9213
-89 165 0.9213
-89 167 0.9213
-89 169 0.9213
-89 171 0.8673
-89 173 0.8133
-89 175 0.8133
-89 177 0.8133
-89 179 0.8133

-87 -179 0.7637
-87 -177 0.7637
-87 -175 0.7637
-87 -173 0.7637
-87 -171 0.7391
-87 -169 0.7146
-87 -167 0.7146
-87 -165 0.7146
-87 -163 0.7146
-87 -161 0.676
-87 -159 0.676
-87 -157 0.676
-87 -155 0.676
-87 -153 0.663
-87 -151 0.6501
-87 -149 0.6501
-87 -147 0.6501
-87 -145 0.6501
-87 -143 0.631
-87 -141 0.631
-87 -139 0.631
-87 -137 0.631
-87 -135 0.6467
-87 -133 0.6625
-87 -131 0.6625
-87 -129 0.6625
-87 -127 0.6625
-87 -125 0.7081
-87 -123 0.7081
-87 -121 0.7081
-87 -119 0.7081
-87 -117 0.7458
-87 -115 0.7835
-87 -113 0.7835
-87 -111 0.7835
-87 -109 0.7835
-87 -107 0.8913
-87 -105 0.8913
-87 -103 0.8913
-87 -101 0.8913
-87 -99 0.8217
-87 -97 0.7521
-87 -95 0.7521
-87 -93 0.7521
-87 -91 0.7521
-87 -89 0.8836
-87 -87 0.8836
-87 -85 0.8836
-87 -83 0.8836
-87 -81 0.9537
-87 -79 1.0239
-87 -77 1.0239
-87 -75 1.0239
-87 -73 1.0239
-87 -71 1.1685
-87 -69 1.1685
-87 -67 1.1685
-87 -65 1.1685
-87 -63 1.2733
-87 -61 1.3781
-87 -59 1.3781
-87 -57 1.3781
-87 -55 1.3781
-87 -53 1.5239
-87 -51 1.5239
-87 -49 1.5239
-87 -47 1.5239
-87 -45 1.5857
-87 -43 1.6475
-87 -41 1.6475
-87 -39 1.6475
-87 -37 1.6475
-87 -35 1.6873
-87 -33 1.6873
-87 -31 1.6873
-87 -29 1.6873
-87 -27 1.6862
-87 -25 1.6852
-87 -23 1.6852
-87 -21 1.6852
-87 -19 1.6852
-87 -17 1.6815
-87 -15 1.6815
-87 -13 1.6815
-87 -11 1.6815
-87 -9 1.6785
-87 -7 1.6755
-87 -5 1.6755
-87 -3 1.6755
-87 -1 1.6755
-87 1 1.6653
-87 3 1.6653
-87 5 1.6653
-87 7 1.6653
-87 9 1.6537
-87 11 1.6422
-87 13 1.6422
-87 15 1.6422
-87 17 1.6422
-87 19 1.6055
-87 21 1.6055
-87 23 1.6055
-87 25 1.6055
-87 27 1.734
-87 29 1.8625
-87 31 1.8625
-87 33 1.8625
-87 35 1.8625
-87 37 1.8711
-87 39 1.8711
-87 41 1.8711
-87 43 1.8711
-87 45 1.8941
-87 47 1.9172
-87 49 1.9172
-87 51 1.9172
-87 53 1.9172
-87 55 1.9489
-87 57 1.9489
-87 59 1.9489
-87 61 1.9489
-87 63 1.96
-87 65 1.9711
-87 67 1.9711
-87 69 1.9711
-87 71 1.9711
-87 73 1.9866
-87 75 1.9866
-87 77 1.9866
-87 79 1.9866
-87 81 1.9918
-87 83 1.9971
-87 85 1.9971
-87 87 1.9971
-87 89 1.9971
-87 91 2.0035
-87 93 2.0035
-87 95 2.0035
-87 97 2.0035
-87 99 1.9805
-87 101 1.9575
-87 103 1.9575
-87 105 1.9575
-87 107 1.9575
-87 109 1.7002
-87 111 1.7002
-87 113 1.7002
-87 115 1.7002
-87 117 1.6008
-87 119 1.5013
-87 121 1.5013
-87 123 1.5013
-87 125 1.5013
-87 127 1.345
-87 129 1.345
-87 131 1.345
-87 133 1.345
-87 135 1.2841
-87 137 1.2231
-87 139 1.2231
-87 141 1.2231
-87 143 1.2231
-87 145 1.1217
-87 147 1.1217
-87 149 1.1217
-87 151 1.1217
-87 153 1.0778
-87 155 1.0338
-87 157 1.0338
-87 159 1.0338
-87 161 1.0338
-87 163 0.9213
-87 165 0.9213
-87 167 0.9213
-87 169 0.9213
-87 171 0.8673
-87 173 0.8133
-87 175 0.8133
-87 177 0.8133
-87 179 0.8133

-85 -179 0.7637
-85 -177 0.7637
-85 -175 0.7637
-85 -173 0.7637
-85 -171 0.7391
-85 -169 0.7146
-85 -167 0.7146
-85 -165 0.7146
-85 -163 0.7146
-85 -161 0.676
-85 -159 0.676
-85 -157 0.676
-85 -155 0.676
-85 -153 0.663
-85 -151 0.6501
-85 -149 0.6501
-85 -147 0.6501
-85 -145 0.6501
-85 -143 0.631
-85 -141 0.631
-85 -139 0.631
-85 -137 0.631
-85 -135 0.6467
-85 -133 0.6625
-85 -131 0.6625
-85 -129 0.6625
-85 -127 0.6625
-85 -125 0.7081
-85 -123 0.7081
-85 -121 0.7081
-85 -119 0.7081
-85 -117 0.7458
-85 -115 0.7835
-85 -113 0.7835
-85 -111 0.7835
-85 -109 0.7835
-85 -107 0.8913
-85 -105 0.8913
-85 -103 0.8913
-85 -101 0.8913
-85 -99 0.8217
-85 -97 0.7521
-85 -95 0.7521
-85 -93 0.7521
-85 -91 0.7521
-85 -89 0.8836
-85 -87 0.8836
-85 -85 0.8836
-85 -83 0.8836
-85 -81 0.9537
-85 -79 1.0239
-85 -77 1.0239
-85 -75 1.0239
-85 -73 1.0239
-85 -71 1.1685
-85 -69 1.1685
-85 -67 1.1685
-85 -65 1.1685
-85 -63 1.2733
-85 -61 1.3781
-85 -59 1.3781
-85 -57 1.3781
-85 -55 1.3781
-85 -53 1.5239
-85 -51 1.5239
-85 -49 1.5239
-85 -47 1.5239
-85 -45 1.5857
-85 -43 1.6475
-85 -41 1.6475
-85 -39 1.6475
-85 -37 1.6475
-85 -35 1.6873
-85 -33 1.6873
-85 -31 1.6873
-85 -29 1.6873
-85 -27 1.6862
-85 -25 1.6852
-85 -23 1.6852
-85 -21 1.6852
-85 -19 1.6852
-85 -17 1.6815
-85 -15 1.6815
-85 -13 1.6815
-85 -11 1.6815
-85 -9 1.6785
-85 -7 1.6755
-85 -5 1.6755
-85 -3 1.6755
-85 -1 1.6755
-85 1 1.6653
-85 3 1.6653
-85 5 1.6653
-85 7 1.6653
-85 9 1.6537
-85 11 1.6422
-85 13 1.6422
-85 15 1.6422
-85 17 1.6422
-85 19 1.6055
-85 21 1.6055
