-153.6522 -59.50652
-153.5663 -59.80336
-153.5098 -60.10201
-153.4838 -60.40171
-153.4893 -60.70166
-153.5269 -61.00104
-153.5977 -61.299
-153.7022 -61.5947
-153.8413 -61.88725
-154.0153 -62.17576
-154.2249 -62.45932
-154.4703 -62.73701
-154.7518 -63.00789
-155.0693 -63.27104
-155.4228 -63.52551
-155.8119 -63.77037
-156.2361 -64.0047
-156.6946 -64.22759
-157.1865 -64.43815
-157.7106 -64.6355
-158.2653 -64.81883
-158.8489 -64.98734
-159.4595 -65.14029
-160.0948 -65.27698
-160.7524 -65.39679
-161.4294 -65.49916
-162.1231 -65.5836
-162.8303 -65.64971
-163.5477 -65.69716
-164.2721 -65.72573
-165 -65.73527
-165.7279 -65.72573
-166.4523 -65.69716
-167.1697 -65.64971
-167.8769 -65.5836
-168.5706 -65.49916
-169.2476 -65.39679
-169.9052 -65.27698
-170.5405 -65.14029
-171.1511 -64.98734
-171.7347 -64.81883
-172.2894 -64.6355
-172.8135 -64.43815
-173.3054 -64.22759
-173.7639 -64.0047
-174.1881 -63.77037
-174.5772 -63.52551
-174.9307 -63.27104
-175.2482 -63.00789
-175.5297 -62.73701
-175.7751 -62.45932
-175.9847 -62.17576
-176.1587 -61.88725
-176.2978 -61.5947
-176.4023 -61.299
-176.4731 -61.00104
-176.5107 -60.70166
-176.5162 -60.40171
-176.4902 -60.10201
-176.4337 -59.80336
-176.3478 -59.50652
-176.2332 -59.21224
-176.0912 -58.92125
-175.9226 -58.63424
-175.7285 -58.35188
-175.5099 -58.07484
-175.2679 -57.80371
-175.0035 -57.53912
-174.7177 -57.28161
-174.4116 -57.03176
-174.0861 -56.79006
-173.7424 -56.55703
-173.3813 -56.33313
-173.0039 -56.1188
-172.6111 -55.91448
-172.2039 -55.72056
-171.7834 -55.53741
-171.3503 -55.36538
-170.9057 -55.2048
-170.4505 -55.05596
-169.9856 -54.91914
-169.5119 -54.79459
-169.0303 -54.68255
-168.5417 -54.5832
-168.0471 -54.49674
-167.5472 -54.42332
-167.0429 -54.36307
-166.5352 -54.31609
-166.0249 -54.28248
-165.5129 -54.26229
-165 -54.25556
-164.4871 -54.26229
-163.9751 -54.28248
-163.4648 -54.31609
-162.9571 -54.36307
-162.4528 -54.42332
-161.9529 -54.49674
-161.4583 -54.5832
-160.9697 -54.68255
-160.4881 -54.79459
-160.0144 -54.91914
-159.5495 -55.05596
-159.0943 -55.2048
-158.6497 -55.36538
-158.2166 -55.53741
-157.7961 -55.72056
-157.3889 -55.91448
-156.9961 -56.1188
-156.6187 -56.33313
-156.2576 -56.55703
-155.9139 -56.79006
-155.5884 -57.03176
-155.2823 -57.28161
-154.9965 -57.53912
-154.7321 -57.80371
-154.4901 -58.07484
-154.2715 -58.35188
-154.0774 -58.63424
-153.9088 -58.92125
-153.7668 -59.21224
-153.6522 -59.50652

-158.3687 -29.83276
-158.3577 -30.13462
-158.3649 -30.43655
-158.3903 -30.73772
-158.434 -31.03731
-158.4962 -31.33449
-158.5767 -31.62842
-158.6755 -31.91827
-158.7926 -32.20321
-158.9277 -32.48243
-159.0807 -32.7551
-159.2512 -33.02043
-159.4389 -33.27763
-159.6435 -33.52592
-159.8644 -33.76455
-160.101 -33.9928
-160.3529 -34.20994
-160.6193 -34.41531
-160.8995 -34.60827
-161.1928 -34.78819
-161.4982 -34.9545
-161.8149 -35.10667
-162.1419 -35.2442
-162.4783 -35.36664
-162.8228 -35.47359
-163.1746 -35.5647
-163.5324 -35.63966
-163.895 -35.69822
-164.2613 -35.74019
-164.63 -35.76543
-165 -35.77385
-165.37 -35.76543
-165.7387 -35.74019
-166.105 -35.69822
-166.4676 -35.63966
-166.8254 -35.5647
-167.1772 -35.47359
-167.5217 -35.36664
-167.8581 -35.2442
-168.1851 -35.10667
-168.5018 -34.9545
-168.8072 -34.78819
-169.1005 -34.60827
-169.3807 -34.41531
-169.6471 -34.20994
-169.899 -33.9928
-170.1356 -33.76455
-170.3565 -33.52592
-170.5611 -33.27763
-170.7488 -33.02043
-170.9193 -32.7551
-171.0723 -32.48243
-171.2074 -32.20321
-171.3245 -31.91827
